   Fecha	            Reservas
   06-08-2012   	    45.032.000,00000000000  
   07-08-2012   	    45.037.000,00000000000  
   08-08-2012   	    45.054.000,00000000000  
   09-08-2012   	    45.080.000,00000000000  
   10-08-2012   	    45.131.000,00000000000  
   13-08-2012   	    45.133.000,00000000000  
   14-08-2012   	    45.072.000,00000000000  
   15-08-2012   	    45.059.000,00000000000  
   16-08-2012   	    45.099.000,00000000000  
   17-08-2012   	    45.100.000,00000000000  
   21-08-2012   	    45.136.000,00000000000  
   22-08-2012   	    45.118.000,00000000000  
   23-08-2012   	    45.140.000,00000000000  
   24-08-2012   	    45.215.000,00000000000  
   27-08-2012   	    45.212.000,00000000000  
   28-08-2012   	    45.202.000,00000000000  
   29-08-2012   	    45.077.000,00000000000  
   30-08-2012   	    45.054.000,00000000000  
   31-08-2012   	    45.152.000,00000000000  
   03-09-2012   	    45.168.000,00000000000  
   04-09-2012   	    45.152.000,00000000000  
   05-09-2012   	    45.162.000,00000000000  
   06-09-2012   	    45.205.000,00000000000  
   07-09-2012   	    45.264.000,00000000000  
   10-09-2012   	    45.263.000,00000000000  
   11-09-2012   	    45.271.000,00000000000  
   12-09-2012   	    45.274.000,00000000000  
   13-09-2012   	    45.306.000,00000000000  
   14-09-2012   	    45.362.000,00000000000  
   17-09-2012   	    45.253.000,00000000000  
   18-09-2012   	    45.261.000,00000000000  
   19-09-2012   	    45.250.000,00000000000  
   20-09-2012   	    45.239.000,00000000000  
   21-09-2012   	    45.311.000,00000000000  
   25-09-2012   	    45.244.000,00000000000  
   26-09-2012   	    45.161.000,00000000000  
   27-09-2012   	    45.176.000,00000000000  
   28-09-2012   	    45.010.000,00000000000  
   01-10-2012   	    45.089.000,00000000000  
   02-10-2012   	    45.107.000,00000000000  
   03-10-2012   	    44.975.000,00000000000  
   04-10-2012   	    45.020.000,00000000000  
   05-10-2012   	    45.130.000,00000000000  
   09-10-2012   	    45.125.000,00000000000  
   10-10-2012   	    45.142.000,00000000000  
   11-10-2012   	    45.162.000,00000000000  
   12-10-2012   	    45.109.000,00000000000  
   15-10-2012   	    44.979.000,00000000000  
   16-10-2012   	    44.974.000,00000000000  
   17-10-2012   	    44.924.000,00000000000  
   18-10-2012   	    44.922.000,00000000000  
   19-10-2012   	    44.935.000,00000000000  
   22-10-2012   	    44.893.000,00000000000  
   23-10-2012   	    44.854.000,00000000000  
   24-10-2012   	    44.792.000,00000000000  
   25-10-2012   	    45.313.000,00000000000  
   26-10-2012   	    45.253.000,00000000000  
   29-10-2012   	    45.269.000,00000000000  
   30-10-2012   	    45.128.000,00000000000  
   31-10-2012   	    45.274.000,00000000000  
   01-11-2012   	    45.270.000,00000000000  
   02-11-2012   	    45.219.000,00000000000  
   05-11-2012   	    45.273.000,00000000000  
   07-11-2012   	    45.388.000,00000000000  
   08-11-2012   	    45.402.000,00000000000  
   09-11-2012   	    45.444.000,00000000000  
   12-11-2012   	    45.429.000,00000000000  
   13-11-2012   	    45.417.000,00000000000  
   14-11-2012   	    45.438.000,00000000000  
   15-11-2012   	    45.356.000,00000000000  
   16-11-2012   	    45.364.000,00000000000  
   19-11-2012   	    45.344.000,00000000000  
   20-11-2012   	    45.292.000,00000000000  
   21-11-2012   	    45.295.000,00000000000  
   22-11-2012   	    45.286.000,00000000000  
   23-11-2012   	    45.285.000,00000000000  
   27-11-2012   	    45.267.000,00000000000  
   28-11-2012   	    45.169.000,00000000000  
   29-11-2012   	    45.122.000,00000000000  
   30-11-2012   	    45.238.000,00000000000  
   03-12-2012   	    45.293.000,00000000000  
   04-12-2012   	    45.315.000,00000000000  
   05-12-2012   	    45.289.000,00000000000  
   06-12-2012   	    45.291.000,00000000000  
   07-12-2012   	    45.397.000,00000000000  
   10-12-2012   	    45.491.000,00000000000  
   11-12-2012   	    45.617.000,00000000000  
   12-12-2012   	    45.678.000,00000000000  
   13-12-2012   	    45.684.000,00000000000  
   14-12-2012   	    43.070.000,00000000000  
   17-12-2012   	    43.043.000,00000000000  
   18-12-2012   	    43.110.000,00000000000  
   19-12-2012   	    43.131.000,00000000000  
   20-12-2012   	    43.162.000,00000000000  
   21-12-2012   	    43.292.000,00000000000  
   26-12-2012   	    43.390.000,00000000000  
   27-12-2012   	    43.451.000,00000000000  
   28-12-2012   	    43.194.000,00000000000  
   31-12-2012   	    43.290.000,00000000000  
   02-01-2013   	    43.232.000,00000000000  
   03-01-2013   	    43.196.000,00000000000  
   04-01-2013   	    43.047.000,00000000000  
   07-01-2013   	    43.046.000,00000000000  
   08-01-2013   	    42.971.000,00000000000  
   09-01-2013   	    42.950.000,00000000000  
   10-01-2013   	    43.004.000,00000000000  
   11-01-2013   	    42.980.000,00000000000  
   14-01-2013   	    43.009.000,00000000000  
   15-01-2013   	    43.004.000,00000000000  
   16-01-2013   	    43.032.000,00000000000  
   17-01-2013   	    43.084.000,00000000000  
   18-01-2013   	    43.058.000,00000000000  
   21-01-2013   	    43.055.000,00000000000  
   22-01-2013   	    43.015.000,00000000000  
   23-01-2013   	    42.940.000,00000000000  
   24-01-2013   	    42.832.000,00000000000  
   25-01-2013   	    42.766.000,00000000000  
   28-01-2013   	    42.707.000,00000000000  
   29-01-2013   	    42.590.000,00000000000  
   30-01-2013   	    42.531.000,00000000000  
   01-02-2013   	    42.648.000,00000000000  
   04-02-2013   	    42.657.000,00000000000  
   05-02-2013   	    42.673.000,00000000000  
   06-02-2013   	    42.568.000,00000000000  
   07-02-2013   	    42.405.000,00000000000  
   08-02-2013   	    42.301.000,00000000000  
   13-02-2013   	    42.295.000,00000000000  
   14-02-2013   	    42.195.000,00000000000  
   15-02-2013   	    42.171.000,00000000000  
   18-02-2013   	    42.175.000,00000000000  
   19-02-2013   	    42.017.000,00000000000  
   21-02-2013   	    41.877.000,00000000000  
   22-02-2013   	    41.803.000,00000000000  
   25-02-2013   	    41.844.000,00000000000  
   26-02-2013   	    41.821.000,00000000000  
   27-02-2013   	    41.540.000,00000000000  
   28-02-2013   	    41.609.000,00000000000  
   01-03-2013   	    41.576.000,00000000000  
   04-03-2013   	    41.518.000,00000000000  
   05-03-2013   	    41.502.000,00000000000  
   06-03-2013   	    41.492.000,00000000000  
   07-03-2013   	    41.456.000,00000000000  
   08-03-2013   	    41.528.000,00000000000  
   11-03-2013   	    41.497.000,00000000000  
   12-03-2013   	    41.406.000,00000000000  
   13-03-2013   	    41.377.000,00000000000  
   14-03-2013   	    41.399.000,00000000000  
   15-03-2013   	    41.242.000,00000000000  
   18-03-2013   	    41.205.000,00000000000  
   19-03-2013   	    41.085.000,00000000000  
   20-03-2013   	    40.988.000,00000000000  
   21-03-2013   	    41.038.000,00000000000  
   22-03-2013   	    40.945.000,00000000000  
   25-03-2013   	    40.867.000,00000000000  
   26-03-2013   	    40.807.000,00000000000  
   27-03-2013   	    40.446.000,00000000000  
   03-04-2013   	    40.413.000,00000000000  
   04-04-2013   	    40.384.000,00000000000  
   05-04-2013   	    40.451.000,00000000000  
   08-04-2013   	    40.413.000,00000000000  
   09-04-2013   	    40.450.000,00000000000  
   10-04-2013   	    40.425.000,00000000000  
   11-04-2013   	    40.448.000,00000000000  
   12-04-2013   	    40.326.000,00000000000  
   15-04-2013   	    39.998.000,00000000000  
   16-04-2013   	    40.064.000,00000000000  
   17-04-2013   	    39.816.000,00000000000  
   18-04-2013   	    39.793.000,00000000000  
   19-04-2013   	    39.801.000,00000000000  
   22-04-2013   	    39.790.000,00000000000  
   23-04-2013   	    39.725.000,00000000000  
   24-04-2013   	    39.710.000,00000000000  
   25-04-2013   	    39.778.000,00000000000  
   26-04-2013   	    39.750.000,00000000000  
   29-04-2013   	    39.642.000,00000000000  
   30-04-2013   	    39.532.000,00000000000  
   02-05-2013   	    39.559.000,00000000000  
   03-05-2013   	    39.440.000,00000000000  
   06-05-2013   	    39.443.000,00000000000  
   07-05-2013   	    39.361.000,00000000000  
   08-05-2013   	    39.280.000,00000000000  
   09-05-2013   	    39.220.000,00000000000  
   10-05-2013   	    39.152.000,00000000000  
   13-05-2013   	    39.122.000,00000000000  
   14-05-2013   	    39.072.000,00000000000  
   15-05-2013   	    38.952.000,00000000000  
   16-05-2013   	    38.868.000,00000000000  
   17-05-2013   	    38.819.000,00000000000  
   20-05-2013   	    38.840.000,00000000000  
   21-05-2013   	    38.802.000,00000000000  
   22-05-2013   	    38.768.000,00000000000  
   23-05-2013   	    38.748.000,00000000000  
   24-05-2013   	    38.814.000,00000000000  
   27-05-2013   	    38.821.000,00000000000  
   28-05-2013   	    38.674.000,00000000000  
   29-05-2013   	    38.540.000,00000000000  
   30-05-2013   	    38.649.000,00000000000  
   31-05-2013   	    38.551.000,00000000000  
   03-06-2013   	    38.616.000,00000000000  
   04-06-2013   	    38.520.000,00000000000  
   05-06-2013   	    38.514.000,00000000000  
   06-06-2013   	    38.520.000,00000000000  
   07-06-2013   	    38.598.000,00000000000  
   10-06-2013   	    38.641.000,00000000000  
   11-06-2013   	    38.599.000,00000000000  
   12-06-2013   	    38.610.000,00000000000  
   13-06-2013   	    38.530.000,00000000000  
   14-06-2013   	    38.375.000,00000000000  
   17-06-2013   	    38.298.000,00000000000  
   18-06-2013   	    38.286.000,00000000000  
   19-06-2013   	    38.298.000,00000000000  
   24-06-2013   	    38.038.000,00000000000  
   25-06-2013   	    37.944.000,00000000000  
   26-06-2013   	    37.782.000,00000000000  
   27-06-2013   	    37.595.000,00000000000  
   28-06-2013   	    37.005.000,00000000000  
   01-07-2013   	    37.132.000,00000000000  
   02-07-2013   	    37.156.000,00000000000  
   03-07-2013   	    37.213.000,00000000000  
   04-07-2013   	    37.205.000,00000000000  
   05-07-2013   	    37.130.000,00000000000  
   08-07-2013   	    37.229.000,00000000000  
   10-07-2013   	    37.333.000,00000000000  
   11-07-2013   	    37.416.000,00000000000  
   12-07-2013   	    37.469.000,00000000000  
   15-07-2013   	    37.461.000,00000000000  
   16-07-2013   	    37.444.000,00000000000  
   17-07-2013   	    37.413.000,00000000000  
   18-07-2013   	    37.435.000,00000000000  
   19-07-2013   	    37.464.000,00000000000  
   22-07-2013   	    37.471.000,00000000000  
   23-07-2013   	    37.416.000,00000000000  
   24-07-2013   	    37.365.000,00000000000  
   25-07-2013   	    37.303.000,00000000000  
   26-07-2013   	    37.312.000,00000000000  
   29-07-2013   	    37.296.000,00000000000  
   30-07-2013   	    36.924.000,00000000000  
   31-07-2013   	    37.049.000,00000000000  
   01-08-2013   	    37.034.000,00000000000  
   02-08-2013   	    37.089.000,00000000000  
   05-08-2013   	    37.084.000,00000000000  
   06-08-2013   	    37.026.000,00000000000  
   07-08-2013   	    37.022.000,00000000000  
   08-08-2013   	    37.068.000,00000000000  
   09-08-2013   	    37.061.000,00000000000  
   12-08-2013   	    37.060.000,00000000000  
   13-08-2013   	    36.993.000,00000000000  
   14-08-2013   	    36.963.000,00000000000  
   15-08-2013   	    37.024.000,00000000000  
   16-08-2013   	    37.056.000,00000000000  
   20-08-2013   	    37.083.000,00000000000  
   21-08-2013   	    37.053.000,00000000000  
   22-08-2013   	    37.010.000,00000000000  
   23-08-2013   	    37.011.000,00000000000  
   26-08-2013   	    36.929.000,00000000000  
   27-08-2013   	    36.911.000,00000000000  
   28-08-2013   	    36.878.000,00000000000  
   29-08-2013   	    36.837.000,00000000000  
   30-08-2013   	    36.678.000,00000000000  
   02-09-2013   	    36.676.000,00000000000  
   03-09-2013   	    36.722.000,00000000000  
   04-09-2013   	    36.668.000,00000000000  
   05-09-2013   	    36.708.000,00000000000  
   06-09-2013   	    36.717.000,00000000000  
   09-09-2013   	    36.652.000,00000000000  
   10-09-2013   	    36.578.000,00000000000  
   11-09-2013   	    36.491.000,00000000000  
   12-09-2013   	    35.261.000,00000000000  
   13-09-2013   	    35.195.000,00000000000  
   16-09-2013   	    35.150.000,00000000000  
   17-09-2013   	    34.965.000,00000000000  
   18-09-2013   	    35.107.000,00000000000  
   19-09-2013   	    35.179.000,00000000000  
   20-09-2013   	    35.000.000,00000000000  
   23-09-2013   	    35.021.000,00000000000  
   24-09-2013   	    35.059.000,00000000000  
   25-09-2013   	    34.994.000,00000000000  
   26-09-2013   	    34.891.000,00000000000  
   27-09-2013   	    34.692.000,00000000000  
   30-09-2013   	    34.741.000,00000000000  
   01-10-2013   	    34.825.000,00000000000  
   02-10-2013   	    34.714.000,00000000000  
   03-10-2013   	    34.615.000,00000000000  
   04-10-2013   	    34.746.000,00000000000  
   07-10-2013   	    34.707.000,00000000000  
   08-10-2013   	    34.632.000,00000000000  
   09-10-2013   	    34.678.000,00000000000  
   10-10-2013   	    34.538.000,00000000000  
   11-10-2013   	    34.402.000,00000000000  
   15-10-2013   	    34.387.000,00000000000  
   16-10-2013   	    34.410.000,00000000000  
   17-10-2013   	    34.339.000,00000000000  
   18-10-2013   	    34.247.000,00000000000  
   21-10-2013   	    34.112.000,00000000000  
   22-10-2013   	    34.090.000,00000000000  
   23-10-2013   	    33.984.000,00000000000  
   24-10-2013   	    34.014.000,00000000000  
   25-10-2013   	    33.971.000,00000000000  
   28-10-2013   	    33.617.000,00000000000  
   29-10-2013   	    33.369.000,00000000000  
   30-10-2013   	    33.238.000,00000000000  
   31-10-2013   	    33.232.000,00000000000  
   01-11-2013   	    33.312.000,00000000000  
   04-11-2013   	    33.236.000,00000000000  
   05-11-2013   	    33.070.000,00000000000  
   07-11-2013   	    33.055.000,00000000000  
   08-11-2013   	    32.966.000,00000000000  
   11-11-2013   	    32.954.000,00000000000  
   12-11-2013   	    32.624.000,00000000000  
   13-11-2013   	    32.502.000,00000000000  
   14-11-2013   	    32.494.000,00000000000  
   15-11-2013   	    32.389.000,00000000000  
   18-11-2013   	    32.150.000,00000000000  
   19-11-2013   	    31.980.000,00000000000  
   20-11-2013   	    31.786.000,00000000000  
   21-11-2013   	    31.541.000,00000000000  
   22-11-2013   	    31.399.000,00000000000  
   26-11-2013   	    31.319.000,00000000000  
   27-11-2013   	    31.156.000,00000000000  
   28-11-2013   	    31.199.000,00000000000  
   29-11-2013   	    30.799.000,00000000000  
   02-12-2013   	    30.665.000,00000000000  
   03-12-2013   	    30.589.000,00000000000  
   04-12-2013   	    30.509.000,00000000000  
   05-12-2013   	    30.383.000,00000000000  
   06-12-2013   	    30.467.000,00000000000  
   09-12-2013   	    30.470.000,00000000000  
   10-12-2013   	    30.430.000,00000000000  
   11-12-2013   	    30.587.000,00000000000  
   12-12-2013   	    30.525.000,00000000000  
   13-12-2013   	    30.509.000,00000000000  
   16-12-2013   	    30.610.000,00000000000  
   17-12-2013   	    30.574.000,00000000000  
   18-12-2013   	    30.634.000,00000000000  
   19-12-2013   	    30.656.000,00000000000  
   20-12-2013   	    30.680.000,00000000000  
   23-12-2013   	    30.702.000,00000000000  
   26-12-2013   	    30.777.000,00000000000  
   27-12-2013   	    30.828.000,00000000000  
   30-12-2013   	    30.599.000,00000000000  
   02-01-2014   	    30.586.000,00000000000  
   03-01-2014   	    30.529.000,00000000000  
   06-01-2014   	    30.352.000,00000000000  
   07-01-2014   	    30.437.000,00000000000  
   08-01-2014   	    30.230.000,00000000000  
   09-01-2014   	    30.222.000,00000000000  
   10-01-2014   	    30.156.000,00000000000  
   13-01-2014   	    30.105.000,00000000000  
   14-01-2014   	    30.025.000,00000000000  
   15-01-2014   	    29.863.000,00000000000  
   16-01-2014   	    29.692.000,00000000000  
   17-01-2014   	    29.681.000,00000000000  
   20-01-2014   	    29.682.000,00000000000  
   21-01-2014   	    29.405.000,00000000000  
   22-01-2014   	    29.325.000,00000000000  
   23-01-2014   	    29.074.000,00000000000  
   24-01-2014   	    28.872.000,00000000000  
   27-01-2014   	    28.704.000,00000000000  
   28-01-2014   	    28.455.000,00000000000  
   29-01-2014   	    28.201.000,00000000000  
   30-01-2014   	    27.822.000,00000000000  
   31-01-2014   	    27.748.000,00000000000  
   03-02-2014   	    27.795.000,00000000000  
   04-02-2014   	    27.779.000,00000000000  
   05-02-2014   	    27.774.400,00000000000  
   06-02-2014   	    27.735.000,00000000000  
   07-02-2014   	    27.784.000,00000000000  
   10-02-2014   	    27.644.000,00000000000  
   11-02-2014   	    27.709.000,00000000000  
   12-02-2014   	    27.728.000,00000000000  
   13-02-2014   	    27.754.000,00000000000  
   14-02-2014   	    27.712.000,00000000000  
   17-02-2014   	    27.728.000,00000000000  
   18-02-2014   	    27.718.000,00000000000  
   19-02-2014   	    27.716.000,00000000000  
   20-02-2014   	    27.606.000,00000000000  
   21-02-2014   	    27.588.000,00000000000  
   24-02-2014   	    27.575.000,00000000000  
   25-02-2014   	    27.575.000,00000000000  
   26-02-2014   	    27.482.000,00000000000  
   27-02-2014   	    27.373.000,00000000000  
   28-02-2014   	    27.546.000,00000000000  
   05-03-2014   	    27.646.000,00000000000  
   06-03-2014   	    27.644.000,00000000000  
   07-03-2014   	    27.636.000,00000000000  
   10-03-2014   	    27.610.000,00000000000  
   11-03-2014   	    27.618.000,00000000000  
   12-03-2014   	    27.462.000,00000000000  
   13-03-2014   	    27.472.000,00000000000  
   14-03-2014   	    27.471.000,00000000000  
   17-03-2014   	    27.318.000,00000000000  
   18-03-2014   	    27.208.000,00000000000  
   19-03-2014   	    27.165.000,00000000000  
   20-03-2014   	    27.133.000,00000000000  
   21-03-2014   	    27.156.000,00000000000  
   25-03-2014   	    27.089.000,00000000000  
   26-03-2014   	    27.106.000,00000000000  
   27-03-2014   	    26.939.000,00000000000  
   28-03-2014   	    26.910.000,00000000000  
   31-03-2014   	    27.007.000,00000000000  
   01-04-2014   	    26.989.000,00000000000  
   03-04-2014   	    26.729.000,00000000000  
   04-04-2014   	    27.213.000,00000000000  
   07-04-2014   	    27.331.000,00000000000  
   08-04-2014   	    27.469.000,00000000000  
   09-04-2014   	    27.608.000,00000000000  
   10-04-2014   	    27.636.000,00000000000  
   11-04-2014   	    27.743.000,00000000000  
   14-04-2014   	    27.756.000,00000000000  
   15-04-2014   	    27.768.000,00000000000  
   16-04-2014   	    27.813.000,00000000000  
   21-04-2014   	    27.817.000,00000000000  
   22-04-2014   	    27.820.000,00000000000  
   23-04-2014   	    27.831.000,00000000000  
   24-04-2014   	    27.903.000,00000000000  
   25-04-2014   	    28.105.000,00000000000  
   28-04-2014   	    28.172.000,00000000000  
   29-04-2014   	    28.112.000,00000000000  
   30-04-2014   	    28.220.000,00000000000  
   05-05-2014   	    28.249.000,00000000000  
   06-05-2014   	    28.297.000,00000000000  
   07-05-2014   	    28.307.000,00000000000  
   08-05-2014   	    28.323.000,00000000000  
   09-05-2014   	    28.336.000,00000000000  
   12-05-2014   	    28.356.000,00000000000  
   13-05-2014   	    28.358.000,00000000000  
   14-05-2014   	    28.373.000,00000000000  
   15-05-2014   	    28.383.000,00000000000  
   16-05-2014   	    28.391.000,00000000000  
   19-05-2014   	    28.390.000,00000000000  
   20-05-2014   	    28.398.000,00000000000  
   21-05-2014   	    28.350.000,00000000000  
   22-05-2014   	    28.433.000,00000000000  
   23-05-2014   	    28.514.000,00000000000  
   26-05-2014   	    28.514.000,00000000000  
   27-05-2014   	    28.499.000,00000000000  
   28-05-2014   	    28.541.000,00000000000  
   29-05-2014   	    28.520.000,00000000000  
   30-05-2014   	    28.542.000,00000000000  
   02-06-2014   	    28.599.000,00000000000  
   03-06-2014   	    28.627.000,00000000000  
   04-06-2014   	    28.639.000,00000000000  
   05-06-2014   	    28.635.000,00000000000  
   06-06-2014   	    28.623.000,00000000000  
   09-06-2014   	    28.789.000,00000000000  
   10-06-2014   	    28.781.000,00000000000  
   11-06-2014   	    28.800.000,00000000000  
   12-06-2014   	    28.820.000,00000000000  
   13-06-2014   	    28.844.000,00000000000  
   16-06-2014   	    28.834.000,00000000000  
   17-06-2014   	    28.841.000,00000000000  
   18-06-2014   	    28.872.000,00000000000  
   19-06-2014   	    28.884.000,00000000000  
   23-06-2014   	    28.893.000,00000000000  
   24-06-2014   	    29.025.000,00000000000  
   25-06-2014   	    29.073.000,00000000000  
   26-06-2014   	    29.133.000,00000000000  
   27-06-2014   	    29.255.000,00000000000  
   30-06-2014   	    29.278.000,00000000000  
   01-07-2014   	    29.339.000,00000000000  
   02-07-2014   	    29.352.000,00000000000  
   03-07-2014   	    29.478.000,00000000000  
   04-07-2014   	    29.478.000,00000000000  
   07-07-2014   	    29.537.000,00000000000  
   08-07-2014   	    29.545.000,00000000000  
   10-07-2014   	    29.621.000,00000000000  
   11-07-2014   	    29.632.000,00000000000  
   14-07-2014   	    29.626.000,00000000000  
   15-07-2014   	    29.633.000,00000000000  
   16-07-2014   	    29.637.000,00000000000  
   17-07-2014   	    29.672.000,00000000000  
   18-07-2014   	    29.676.000,00000000000  
   21-07-2014   	    29.692.000,00000000000  
   22-07-2014   	    29.694.000,00000000000  
   23-07-2014   	    29.700.000,00000000000  
   24-07-2014   	    29.713.000,00000000000  
   25-07-2014   	    29.704.000,00000000000  
   28-07-2014   	    29.018.000,00000000000  
   29-07-2014   	    29.018.000,00000000000  
   30-07-2014   	    28.801.000,00000000000  
   31-07-2014   	    29.003.000,00000000000  
   01-08-2014   	    28.997.000,00000000000  
   04-08-2014   	    28.893.000,00000000000  
   05-08-2014   	    28.928.000,00000000000  
   06-08-2014   	    28.932.000,00000000000  
   07-08-2014   	    28.957.000,00000000000  
   08-08-2014   	    28.962.000,00000000000  
   11-08-2014   	    28.961.000,00000000000  
   12-08-2014   	    28.962.000,00000000000  
   13-08-2014   	    28.970.000,00000000000  
   14-08-2014   	    28.971.000,00000000000  
   15-08-2014   	    28.953.000,00000000000  
   19-08-2014   	    28.952.000,00000000000  
   20-08-2014   	    28.923.000,00000000000  
   21-08-2014   	    28.859.000,00000000000  
   22-08-2014   	    28.781.000,00000000000  
   25-08-2014   	    28.675.000,00000000000  
   26-08-2014   	    28.587.000,00000000000  
   27-08-2014   	    28.606.000,00000000000  
   28-08-2014   	    28.635.000,00000000000  
   29-08-2014   	    28.620.000,00000000000  
   01-09-2014   	    28.614.000,00000000000  
   02-09-2014   	    28.551.000,00000000000  
   03-09-2014   	    28.507.000,00000000000  
   04-09-2014   	    28.471.000,00000000000  
   05-09-2014   	    28.385.000,00000000000  
   08-09-2014   	    28.337.000,00000000000  
   09-09-2014   	    28.432.000,00000000000  
   10-09-2014   	    28.414.000,00000000000  
   11-09-2014   	    28.412.000,00000000000  
   12-09-2014   	    28.394.000,00000000000  
   15-09-2014   	    28.228.000,00000000000  
   16-09-2014   	    28.283.000,00000000000  
   17-09-2014   	    28.272.000,00000000000  
   18-09-2014   	    28.275.000,00000000000  
   19-09-2014   	    28.224.000,00000000000  
   22-09-2014   	    28.221.000,00000000000  
   23-09-2014   	    28.222.000,00000000000  
   24-09-2014   	    28.215.000,00000000000  
   25-09-2014   	    28.183.000,00000000000  
   26-09-2014   	    28.008.000,00000000000  
   29-09-2014   	    27.881.000,00000000000  
   30-09-2014   	    27.866.000,00000000000  
   01-10-2014   	    27.921.000,00000000000  
   02-10-2014   	    27.948.000,00000000000  
   03-10-2014   	    27.785.000,00000000000  
   06-10-2014   	    27.762.000,00000000000  
   07-10-2014   	    27.734.000,00000000000  
   08-10-2014   	    27.676.000,00000000000  
   09-10-2014   	    27.620.000,00000000000  
   10-10-2014   	    27.591.000,00000000000  
   14-10-2014   	    27.589.000,00000000000  
   15-10-2014   	    27.437.000,00000000000  
   16-10-2014   	    27.446.000,00000000000  
   17-10-2014   	    27.299.000,00000000000  
   20-10-2014   	    27.282.000,00000000000  
   21-10-2014   	    27.359.000,00000000000  
   22-10-2014   	    27.377.000,00000000000  
   23-10-2014   	    27.402.000,00000000000  
   24-10-2014   	    27.412.000,00000000000  
   27-10-2014   	    27.338.000,00000000000  
   28-10-2014   	    27.356.000,00000000000  
   29-10-2014   	    27.346.000,00000000000  
   30-10-2014   	    28.109.000,00000000000  
   31-10-2014   	    28.111.000,00000000000  
   03-11-2014   	    28.077.000,00000000000  
   04-11-2014   	    28.068.000,00000000000  
   05-11-2014   	    28.075.000,00000000000  
   07-11-2014   	    28.108.000,00000000000  
   10-11-2014   	    28.170.000,00000000000  
   11-11-2014   	    28.172.000,00000000000  
   12-11-2014   	    28.176.000,00000000000  
   13-11-2014   	    28.207.000,00000000000  
   14-11-2014   	    28.288.000,00000000000  
   17-11-2014   	    28.793.000,00000000000  
   18-11-2014   	    28.816.000,00000000000  
   19-11-2014   	    28.817.000,00000000000  
   20-11-2014   	    28.816.000,00000000000  
   21-11-2014   	    28.812.000,00000000000  
   25-11-2014   	    28.889.000,00000000000  
   26-11-2014   	    28.895.000,00000000000  
   27-11-2014   	    28.872.000,00000000000  
   28-11-2014   	    28.911.000,00000000000  
   01-12-2014   	    28.941.000,00000000000  
   02-12-2014   	    28.897.000,00000000000  
   03-12-2014   	    28.909.000,00000000000  
   04-12-2014   	    28.905.000,00000000000  
   05-12-2014   	    28.931.000,00000000000  
   09-12-2014   	    29.189.000,00000000000  
   10-12-2014   	    29.212.000,00000000000  
   11-12-2014   	    30.185.000,00000000000  
   12-12-2014   	    30.269.000,00000000000  
   15-12-2014   	    30.271.000,00000000000  
   16-12-2014   	    30.442.000,00000000000  
   17-12-2014   	    30.715.000,00000000000  
   18-12-2014   	    30.823.000,00000000000  
   19-12-2014   	    30.855.000,00000000000  
   22-12-2014   	    30.930.000,00000000000  
   23-12-2014   	    31.076.000,00000000000  
   24-12-2014   	    31.116.000,00000000000  
   29-12-2014   	    31.159.000,00000000000  
   30-12-2014   	    31.443.000,00000000000  
   02-01-2015   	    31.337.000,00000000000  
   05-01-2015   	    31.313.000,00000000000  
   06-01-2015   	    31.315.000,00000000000  
   07-01-2015   	    31.248.000,00000000000  
   08-01-2015   	    31.073.000,00000000000  
   09-01-2015   	    31.076.000,00000000000  
   12-01-2015   	    31.103.000,00000000000  
   13-01-2015   	    31.281.000,00000000000  
   14-01-2015   	    31.298.000,00000000000  
   15-01-2015   	    31.318.000,00000000000  
   16-01-2015   	    31.311.000,00000000000  
   19-01-2015   	    31.315.000,00000000000  
   20-01-2015   	    31.276.000,00000000000  
   21-01-2015   	    31.262.000,00000000000  
   22-01-2015   	    31.265.000,00000000000  
   23-01-2015   	    31.229.000,00000000000  
   26-01-2015   	    31.287.000,00000000000  
   27-01-2015   	    31.300.000,00000000000  
   28-01-2015   	    31.304.000,00000000000  
   29-01-2015   	    31.350.000,00000000000  
   30-01-2015   	    31.452.000,00000000000  
   02-02-2015   	    31.403.000,00000000000  
   03-02-2015   	    31.240.000,00000000000  
   04-02-2015   	    31.239.000,00000000000  
   05-02-2015   	    31.269.000,00000000000  
   06-02-2015   	    31.284.000,00000000000  
   09-02-2015   	    31.291.000,00000000000  
   10-02-2015   	    31.315.000,00000000000  
   11-02-2015   	    31.316.000,00000000000  
   12-02-2015   	    31.353.000,00000000000  
   13-02-2015   	    31.354.000,00000000000  
   18-02-2015   	    31.333.000,00000000000  
   19-02-2015   	    31.344.000,00000000000  
   20-02-2015   	    31.360.000,00000000000  
   23-02-2015   	    31.381.000,00000000000  
   24-02-2015   	    31.403.000,00000000000  
   25-02-2015   	    31.406.000,00000000000  
   26-02-2015   	    31.412.000,00000000000  
   27-02-2015   	    31.470.000,00000000000  
   02-03-2015   	    31.467.000,00000000000  
   03-03-2015   	    31.458.000,00000000000  
   04-03-2015   	    31.449.000,00000000000  
   05-03-2015   	    31.440.000,00000000000  
   06-03-2015   	    31.405.000,00000000000  
   09-03-2015   	    31.395.000,00000000000  
   10-03-2015   	    31.393.000,00000000000  
   11-03-2015   	    31.368.000,00000000000  
   12-03-2015   	    31.380.000,00000000000  
   13-03-2015   	    31.391.000,00000000000  
   16-03-2015   	    31.428.000,00000000000  
   17-03-2015   	    31.419.000,00000000000  
   18-03-2015   	    31.423.000,00000000000  
   19-03-2015   	    31.431.000,00000000000  
